Edge		Weight
376 - 373		14
376 - 374		10
376 - 375		6
376 - 377		4
377 - 0		7
377 - 1		12
377 - 2		4
377 - 3		12
377 - 4		14
377 - 5		14
377 - 6		12
377 - 7		10
377 - 8		6
377 - 9		6
377 - 10		8
377 - 11		12
377 - 12		12
377 - 13		12
377 - 14		14
377 - 15		14
377 - 16		14
377 - 17		14
377 - 18		8
377 - 19		4
377 - 20		4
377 - 21		10
377 - 22		14
377 - 23		12
377 - 24		12
377 - 25		12
377 - 26		12
377 - 27		14
377 - 28		14
377 - 29		14
377 - 30		14
377 - 31		4
377 - 32		14
377 - 33		12
377 - 34		14
377 - 35		14
377 - 36		12
377 - 37		6
377 - 38		6
377 - 39		12
377 - 40		12
377 - 41		14
377 - 42		12
377 - 43		12
377 - 44		14
377 - 45		14
377 - 46		12
377 - 47		10
377 - 48		8
377 - 49		8
377 - 50		8
377 - 51		10
377 - 52		14
377 - 53		12
377 - 54		12
377 - 55		12
377 - 56		14
377 - 57		14
377 - 58		12
377 - 59		10
377 - 60		10
377 - 61		8
377 - 62		10
377 - 63		10
377 - 64		8
377 - 65		10
377 - 66		10
377 - 67		12
377 - 68		14
377 - 69		14
377 - 70		12
377 - 71		12
377 - 72		12
377 - 73		12
377 - 74		14
377 - 75		14
377 - 76		11
377 - 77		10
377 - 78		10
377 - 79		10
377 - 80		10
377 - 81		12
377 - 82		14
377 - 83		12
377 - 84		12
377 - 85		13
377 - 86		11
377 - 87		9
377 - 88		11
377 - 89		10
377 - 90		12
377 - 91		10
377 - 92		14
377 - 93		14
377 - 94		11
377 - 95		11
377 - 96		11
377 - 97		10
377 - 98		10
377 - 99		11
377 - 100		13
377 - 101		9
377 - 102		10
377 - 103		11
377 - 104		12
377 - 105		11
377 - 106		12
377 - 107		9
377 - 108		10
377 - 109		12
377 - 110		12
377 - 111		10
377 - 112		10
377 - 113		11
377 - 114		12
377 - 115		12
377 - 116		13
377 - 117		12
377 - 118		11
377 - 119		12
377 - 120		12
377 - 121		13
377 - 122		11
377 - 123		12
377 - 124		12
377 - 125		12
377 - 126		12
377 - 127		12
377 - 128		12
377 - 129		12
377 - 130		12
377 - 131		13
377 - 132		12
377 - 133		12
377 - 134		12
377 - 135		12
377 - 136		12
377 - 137		12
377 - 138		12
377 - 139		12
377 - 140		12
377 - 141		14
377 - 142		12
377 - 143		12
377 - 144		12
377 - 145		12
377 - 146		12
377 - 147		12
377 - 148		12
377 - 149		12
377 - 150		12
377 - 151		12
377 - 152		12
377 - 153		12
377 - 154		12
377 - 155		12
377 - 156		12
377 - 157		12
377 - 158		12
377 - 159		12
377 - 160		12
377 - 161		12
377 - 162		12
377 - 163		12
377 - 164		12
377 - 165		12
377 - 166		12
377 - 167		12
377 - 168		12
377 - 169		12
377 - 170		12
377 - 171		12
377 - 172		12
377 - 173		12
377 - 174		12
377 - 175		12
377 - 176		12
377 - 177		12
377 - 178		12
377 - 179		12
377 - 180		12
377 - 181		12
377 - 182		12
377 - 183		12
377 - 184		12
377 - 185		12
377 - 186		12
377 - 187		12
377 - 188		12
377 - 189		12
377 - 190		12
377 - 191		12
377 - 192		12
377 - 193		12
377 - 194		12
377 - 195		12
377 - 196		12
377 - 197		12
377 - 198		12
377 - 199		12
377 - 200		12
377 - 201		12
377 - 202		12
377 - 203		12
377 - 204		12
377 - 205		12
377 - 206		12
377 - 207		12
377 - 208		12
377 - 209		12
377 - 210		12
377 - 211		12
377 - 212		12
377 - 213		12
377 - 214		12
377 - 215		12
377 - 216		12
377 - 217		12
377 - 218		12
377 - 219		12
377 - 220		12
377 - 221		12
377 - 222		12
377 - 223		12
377 - 224		12
377 - 225		12
377 - 226		12
377 - 227		12
377 - 228		12
377 - 229		12
377 - 230		12
377 - 231		12
377 - 232		12
377 - 233		12
377 - 234		12
377 - 235		12
377 - 236		12
377 - 237		10
377 - 238		12
377 - 239		12
377 - 240		12
377 - 241		12
377 - 242		12
377 - 243		12
377 - 244		12
377 - 245		12
377 - 246		12
377 - 247		12
377 - 248		12
377 - 249		12
377 - 250		10
377 - 251		12
377 - 252		12
377 - 253		12
377 - 254		12
377 - 255		12
377 - 256		10
377 - 257		12
377 - 258		12
377 - 259		12
377 - 260		12
377 - 261		12
377 - 262		12
377 - 263		12
377 - 264		12
377 - 265		12
377 - 266		12
377 - 267		12
377 - 268		12
377 - 269		12
377 - 270		12
377 - 271		11
377 - 272		11
377 - 273		11
377 - 274		11
377 - 275		12
377 - 276		12
377 - 277		11
377 - 278		11
377 - 279		12
377 - 280		10
377 - 281		12
377 - 282		10
377 - 283		12
377 - 284		12
377 - 285		10
377 - 286		12
377 - 287		12
377 - 288		10
377 - 289		8
377 - 290		11
377 - 291		9
377 - 292		11
377 - 293		7
377 - 294		13
377 - 295		11
377 - 296		12
377 - 297		13
377 - 298		14
377 - 299		10
377 - 300		7
377 - 301		8
377 - 302		13
377 - 303		13
377 - 304		14
377 - 305		8
377 - 306		12
377 - 307		9
377 - 308		9
377 - 309		13
377 - 310		14
377 - 311		8
377 - 312		11
377 - 313		14
377 - 314		14
377 - 315		14
377 - 316		12
377 - 317		8
377 - 318		8
377 - 319		8
377 - 320		12
377 - 321		14
377 - 322		14
377 - 323		14
377 - 324		14
377 - 325		14
377 - 326		14
377 - 327		14
377 - 328		14
377 - 329		14
377 - 330		12
377 - 331		12
377 - 332		10
377 - 333		8
377 - 334		6
377 - 335		6
377 - 336		4
377 - 337		6
377 - 338		6
377 - 339		8
377 - 340		10
377 - 341		12
377 - 342		14
377 - 343		14
377 - 344		14
377 - 345		14
377 - 346		10
377 - 347		4
377 - 348		4
377 - 349		10
377 - 350		14
377 - 351		14
377 - 352		14
377 - 353		14
377 - 354		14
377 - 355		14
377 - 356		14
377 - 357		14
377 - 358		14
377 - 359		12
377 - 360		8
377 - 361		6
377 - 362		2
377 - 363		2
377 - 364		6
377 - 365		8
377 - 366		12
377 - 367		14
377 - 368		14
377 - 369		14
377 - 370		14
377 - 371		14
377 - 372		14
377 - 373		14
377 - 374		14
377 - 375		10
377 - 376		4
377 - 378		4
378 - 0		7
378 - 1		10
378 - 2		4
378 - 3		14
378 - 4		14
378 - 5		14
378 - 6		14
378 - 7		12
378 - 8		8
378 - 9		4
378 - 10		6
378 - 11		10
378 - 12		14
378 - 13		14
378 - 14		14
378 - 15		14
378 - 16		14
378 - 17		12
378 - 18		10
378 - 19		6
378 - 20		4
378 - 21		8
378 - 22		12
378 - 23		14
378 - 24		14
378 - 25		14
378 - 26		14
378 - 27		14
378 - 28		14
378 - 29		14
378 - 30		12
378 - 31		6
378 - 32		12
378 - 33		14
378 - 34		14
378 - 35		12
378 - 36		14
378 - 37		8
378 - 38		6
378 - 39		10
378 - 40		10
378 - 41		12
378 - 42		14
378 - 43		14
378 - 44		14
378 - 45		14
378 - 46		14
378 - 47		12
378 - 48		10
378 - 49		8
378 - 50		8
378 - 51		8
378 - 52		12
378 - 53		14
378 - 54		14
378 - 55		14
378 - 56		14
378 - 57		14
378 - 58		14
378 - 59		12
378 - 60		12
378 - 61		10
378 - 62		10
378 - 63		10
378 - 64		8
378 - 65		10
378 - 66		8
378 - 67		10
378 - 68		12
378 - 69		12
378 - 70		14
378 - 71		14
378 - 72		14
378 - 73		14
378 - 74		14
378 - 75		14
378 - 76		13
378 - 77		12
378 - 78		10
378 - 79		10
378 - 80		10
378 - 81		10
378 - 82		12
378 - 83		14
378 - 84		14
378 - 85		13
378 - 86		13
378 - 87		11
378 - 88		11
378 - 89		10
378 - 90		12
378 - 91		10
378 - 92		12
378 - 93		12
378 - 94		13
378 - 95		13
378 - 96		13
378 - 97		12
378 - 98		12
378 - 99		11
378 - 100		11
378 - 101		11
378 - 102		10
378 - 103		11
378 - 104		12
378 - 105		11
378 - 106		10
378 - 107		11
378 - 108		12
378 - 109		12
378 - 110		12
378 - 111		10
378 - 112		12
378 - 113		11
378 - 114		12
378 - 115		12
378 - 116		11
378 - 117		10
378 - 118		13
378 - 119		12
378 - 120		12
378 - 121		11
378 - 122		13
378 - 123		12
378 - 124		12
378 - 125		12
378 - 126		12
378 - 127		12
378 - 128		12
378 - 129		12
378 - 130		12
378 - 131		11
378 - 132		14
378 - 133		12
378 - 134		12
378 - 135		12
378 - 136		12
378 - 137		12
378 - 138		12
378 - 139		12
378 - 140		12
378 - 141		12
378 - 142		14
378 - 143		12
378 - 144		12
378 - 145		12
378 - 146		12
378 - 147		12
378 - 148		12
378 - 149		12
378 - 150		12
378 - 151		12
378 - 152		12
378 - 153		12
378 - 154		12
378 - 155		12
378 - 156		12
378 - 157		12
378 - 158		14
378 - 159		12
378 - 160		12
378 - 161		12
378 - 162		12
378 - 163		12
378 - 164		12
378 - 165		12
378 - 166		12
378 - 167		12
378 - 168		12
378 - 169		12
378 - 170		12
378 - 171		14
378 - 172		12
378 - 173		12
378 - 174		12
378 - 175		12
378 - 176		12
378 - 177		12
378 - 178		12
378 - 179		12
378 - 180		12
378 - 181		12
378 - 182		12
378 - 183		12
378 - 184		12
378 - 185		12
378 - 186		12
378 - 187		12
378 - 188		12
378 - 189		12
378 - 190		12
378 - 191		12
378 - 192		12
378 - 193		12
378 - 194		12
378 - 195		12
378 - 196		12
378 - 197		12
378 - 198		12
378 - 199		12
378 - 200		12
378 - 201		12
378 - 202		12
378 - 203		12
378 - 204		12
378 - 205		12
378 - 206		12
378 - 207		12
378 - 208		12
378 - 209		12
378 - 210		12
378 - 211		12
378 - 212		12
378 - 213		12
378 - 214		12
378 - 215		12
378 - 216		10
378 - 217		12
378 - 218		12
378 - 219		12
378 - 220		12
378 - 221		12
378 - 222		12
378 - 223		12
378 - 224		12
378 - 225		12
378 - 226		12
378 - 227		10
378 - 228		12
378 - 229		12
378 - 230		12
378 - 231		12
378 - 232		12
378 - 233		12
378 - 234		12
378 - 235		12
378 - 236		12
378 - 237		12
378 - 238		12
378 - 239		12
378 - 240		10
378 - 241		12
378 - 242		12
378 - 243		12
378 - 244		12
378 - 245		12
378 - 246		12
378 - 247		12
378 - 248		12
378 - 249		12
378 - 250		12
378 - 251		12
378 - 252		12
378 - 253		12
378 - 254		12
378 - 255		12
378 - 256		12
378 - 257		12
378 - 258		10
378 - 259		10
378 - 260		12
378 - 261		12
378 - 262		12
378 - 263		12
378 - 264		12
378 - 265		12
378 - 266		12
378 - 267		12
378 - 268		12
378 - 269		12
378 - 270		12
378 - 271		11
378 - 272		11
378 - 273		11
378 - 274		11
378 - 275		10
378 - 276		12
378 - 277		11
378 - 278		11
378 - 279		12
378 - 280		12
378 - 281		12
378 - 282		10
378 - 283		12
378 - 284		12
378 - 285		12
378 - 286		10
378 - 287		12
378 - 288		10
378 - 289		10
378 - 290		11
378 - 291		11
378 - 292		11
378 - 293		9
378 - 294		13
378 - 295		11
378 - 296		12
378 - 297		13
378 - 298		14
378 - 299		10
378 - 300		9
378 - 301		10
378 - 302		13
378 - 303		13
378 - 304		14
378 - 305		10
378 - 306		10
378 - 307		11
378 - 308		11
378 - 309		13
378 - 310		14
378 - 311		10
378 - 312		9
378 - 313		14
378 - 314		14
378 - 315		14
378 - 316		14
378 - 317		10
378 - 318		6
378 - 319		8
378 - 320		10
378 - 321		14
378 - 322		14
378 - 323		14
378 - 324		14
378 - 325		14
378 - 326		14
378 - 327		14
378 - 328		14
378 - 329		14
378 - 330		14
378 - 331		14
378 - 332		12
378 - 333		10
378 - 334		8
378 - 335		6
378 - 336		4
378 - 337		6
378 - 338		6
378 - 339		8
378 - 340		8
378 - 341		10
378 - 342		14
378 - 343		14
378 - 344		14
378 - 345		14
378 - 346		12
378 - 347		8
378 - 348		4
378 - 349		6
378 - 350		14
378 - 351		14
378 - 352		14
378 - 353		14
378 - 354		14
378 - 355		14
378 - 356		14
378 - 357		14
378 - 358		14
378 - 359		14
378 - 360		12
378 - 361		10
378 - 362		6
378 - 363		2
378 - 364		2
378 - 365		4
378 - 366		8
378 - 367		12
378 - 368		14
378 - 369		14
378 - 370		14
378 - 371		14
378 - 372		14
378 - 373		14
378 - 374		14
378 - 375		14
378 - 376		8
378 - 377		4
378 - 379		6
379 - 0		7
379 - 1		4
379 - 2		10
379 - 3		14
379 - 4		14
379 - 5		14
379 - 6		8
379 - 7		10
379 - 8		14
379 - 9		10
379 - 10		10
379 - 11		10
379 - 12		14
379 - 13		14
379 - 14		14
379 - 15		14
379 - 16		14
379 - 17		6
379 - 18		12
379 - 19		12
379 - 20		10
379 - 21		10
379 - 22		12
379 - 23		14
379 - 24		14
379 - 25		14
379 - 26		14
379 - 27		14
379 - 28		14
379 - 29		14
379 - 30		6
379 - 31		12
379 - 32		12
379 - 33		14
379 - 34		14
379 - 35		6
379 - 36		8
379 - 37		14
379 - 38		12
379 - 39		10
379 - 40		10
379 - 41		12
379 - 42		14
379 - 43		14
379 - 44		14
379 - 45		14
379 - 46		8
379 - 47		10
379 - 48		12
379 - 49		14
379 - 50		12
379 - 51		10
379 - 52		12
379 - 53		14
379 - 54		14
379 - 55		14
379 - 56		14
379 - 57		14
379 - 58		10
379 - 59		10
379 - 60		10
379 - 61		12
379 - 62		12
379 - 63		14
379 - 64		12
379 - 65		12
379 - 66		10
379 - 67		10
379 - 68		12
379 - 69		12
379 - 70		14
379 - 71		14
379 - 72		14
379 - 73		14
379 - 74		14
379 - 75		14
379 - 76		9
379 - 77		10
379 - 78		12
379 - 79		14
379 - 80		12
379 - 81		10
379 - 82		12
379 - 83		14
379 - 84		14
379 - 85		13
379 - 86		9
379 - 87		11
379 - 88		9
379 - 89		12
379 - 90		12
379 - 91		12
379 - 92		12
379 - 93		12
379 - 94		13
379 - 95		13
379 - 96		13
379 - 97		8
379 - 98		12
379 - 99		11
379 - 100		11
379 - 101		9
379 - 102		10
379 - 103		11
379 - 104		14
379 - 105		11
379 - 106		10
379 - 107		11
379 - 108		10
379 - 109		12
379 - 110		12
379 - 111		10
379 - 112		10
379 - 113		11
379 - 114		12
379 - 115		12
379 - 116		11
379 - 117		10
379 - 118		11
379 - 119		12
379 - 120		12
379 - 121		11
379 - 122		11
379 - 123		12
379 - 124		12
379 - 125		12
379 - 126		12
379 - 127		12
379 - 128		14
379 - 129		12
379 - 130		12
379 - 131		11
379 - 132		12
379 - 133		12
379 - 134		12
379 - 135		12
379 - 136		12
379 - 137		12
379 - 138		12
379 - 139		12
379 - 140		14
379 - 141		12
379 - 142		12
379 - 143		12
379 - 144		12
379 - 145		12
379 - 146		12
379 - 147		12
379 - 148		12
379 - 149		12
379 - 150		12
379 - 151		12
379 - 152		14
379 - 153		12
379 - 154		12
379 - 155		12
379 - 156		12
379 - 157		12
379 - 158		12
379 - 159		12
379 - 160		12
379 - 161		12
379 - 162		12
379 - 163		12
379 - 164		12
379 - 165		12
379 - 166		12
379 - 167		14
379 - 168		12
379 - 169		12
379 - 170		12
379 - 171		12
379 - 172		12
379 - 173		12
379 - 174		12
379 - 175		12
379 - 176		12
379 - 177		12
379 - 178		12
379 - 179		12
379 - 180		12
379 - 181		14
379 - 182		12
379 - 183		12
379 - 184		12
379 - 185		12
379 - 186		12
379 - 187		12
379 - 188		12
379 - 189		12
379 - 190		12
379 - 191		12
379 - 192		12
379 - 193		12
379 - 194		12
379 - 195		12
379 - 196		12
379 - 197		12
379 - 198		12
379 - 199		12
379 - 200		12
379 - 201		12
379 - 202		12
379 - 203		12
379 - 204		12
379 - 205		12
379 - 206		12
379 - 207		12
379 - 208		12
379 - 209		12
379 - 210		12
379 - 211		12
379 - 212		12
379 - 213		10
379 - 214		12
379 - 215		12
379 - 216		12
379 - 217		12
379 - 218		12
379 - 219		12
379 - 220		12
379 - 221		12
379 - 222		12
379 - 223		12
379 - 224		12
379 - 225		12
379 - 226		12
379 - 227		12
379 - 228		12
379 - 229		12
379 - 230		12
379 - 231		12
379 - 232		12
379 - 233		12
379 - 234		12
379 - 235		12
379 - 236		10
379 - 237		12
379 - 238		12
379 - 239		12
379 - 240		12
379 - 241		12
379 - 242		12
379 - 243		12
379 - 244		12
379 - 245		12
379 - 246		12
379 - 247		12
379 - 248		12
379 - 249		10
379 - 250		12
379 - 251		12
379 - 252		12
379 - 253		12
379 - 254		12
379 - 255		12
379 - 256		12
379 - 257		12
379 - 258		12
379 - 259		12
379 - 260		12
379 - 261		12
379 - 262		12
379 - 263		12
379 - 264		12
379 - 265		12
379 - 266		12
379 - 267		12
379 - 268		12
379 - 269		12
379 - 270		10
379 - 271		11
379 - 272		9
379 - 273		11
379 - 274		11
379 - 275		12
379 - 276		12
379 - 277		11
379 - 278		9
379 - 279		12
379 - 280		12
379 - 281		12
379 - 282		8
379 - 283		12
379 - 284		12
379 - 285		12
379 - 286		12
379 - 287		12
379 - 288		10
379 - 289		8
379 - 290		11
379 - 291		11
379 - 292		11
379 - 293		7
379 - 294		13
379 - 295		11
379 - 296		12
379 - 297		13
379 - 298		14
379 - 299		12
379 - 300		9
379 - 301		6
379 - 302		13
379 - 303		13
379 - 304		14
379 - 305		12
379 - 306		10
379 - 307		9
379 - 308		7
379 - 309		13
379 - 310		14
379 - 311		8
379 - 312		5
379 - 313		14
379 - 314		14
379 - 315		14
379 - 316		14
379 - 317		12
379 - 318		10
379 - 319		10
379 - 320		6
379 - 321		14
379 - 322		14
379 - 323		14
379 - 324		14
379 - 325		14
379 - 326		14
379 - 327		14
379 - 328		14
379 - 329		14
379 - 330		14
379 - 331		14
379 - 332		14
379 - 333		12
379 - 334		12
379 - 335		10
379 - 336		10
379 - 337		8
379 - 338		8
379 - 339		6
379 - 340		6
379 - 341		4
379 - 342		14
379 - 343		14
379 - 344		14
379 - 345		14
379 - 346		14
379 - 347		12
379 - 348		6
379 - 349		4
379 - 350		14
379 - 351		14
379 - 352		14
379 - 353		14
379 - 354		14
379 - 355		14
379 - 356		14
379 - 357		14
379 - 358		14
379 - 359		14
379 - 360		14
379 - 361		14
379 - 362		12
379 - 363		8
379 - 364		4
379 - 365		2
379 - 366		2
379 - 367		6
379 - 368		14
379 - 369		14
379 - 370		14
379 - 371		14
379 - 372		14
379 - 373		14
379 - 374		14
379 - 375		14
379 - 376		14
379 - 377		10
379 - 378		6
379 - 380		4
380 - 0		7
380 - 1		4
380 - 2		12
380 - 3		14
380 - 4		14
380 - 5		14
380 - 6		6
380 - 7		8
380 - 8		12
380 - 9		12
380 - 10		12
380 - 11		12
380 - 12		14
380 - 13		14
380 - 14		14
380 - 15		14
380 - 16		14
380 - 17		4
380 - 18		10
380 - 19		14
380 - 20		12
380 - 21		12
380 - 22		12
380 - 23		14
380 - 24		14
380 - 25		14
380 - 26		14
380 - 27		14
380 - 28		14
380 - 29		14
380 - 30		4
380 - 31		14
380 - 32		12
380 - 33		14
380 - 34		14
380 - 35		6
380 - 36		6
380 - 37		12
380 - 38		14
380 - 39		12
380 - 40		12
380 - 41		12
380 - 42		14
380 - 43		14
380 - 44		14
380 - 45		14
380 - 46		8
380 - 47		8
380 - 48		10
380 - 49		12
380 - 50		14
380 - 51		12
380 - 52		12
380 - 53		14
380 - 54		14
380 - 55		14
380 - 56		14
380 - 57		14
380 - 58		10
380 - 59		10
380 - 60		8
380 - 61		10
380 - 62		10
380 - 63		12
380 - 64		14
380 - 65		14
380 - 66		12
380 - 67		12
380 - 68		12
380 - 69		12
380 - 70		14
380 - 71		14
380 - 72		14
380 - 73		14
380 - 74		14
380 - 75		14
380 - 76		9
380 - 77		10
380 - 78		10
380 - 79		12
380 - 80		14
380 - 81		12
380 - 82		12
380 - 83		14
380 - 84		14
380 - 85		13
380 - 86		9
380 - 87		11
380 - 88		9
380 - 89		12
380 - 90		10
380 - 91		14
380 - 92		12
380 - 93		12
380 - 94		13
380 - 95		13
380 - 96		13
380 - 97		8
380 - 98		12
380 - 99		11
380 - 100		11
380 - 101		9
380 - 102		10
380 - 103		11
380 - 104		12
380 - 105		13
380 - 106		10
380 - 107		11
380 - 108		10
380 - 109		12
380 - 110		14
380 - 111		10
380 - 112		10
380 - 113		11
380 - 114		12
380 - 115		14
380 - 116		11
380 - 117		10
380 - 118		11
380 - 119		12
380 - 120		12
380 - 121		11
380 - 122		11
380 - 123		12
380 - 124		12
380 - 125		12
380 - 126		12
380 - 127		12
380 - 128		12
380 - 129		12
380 - 130		14
380 - 131		11
380 - 132		12
380 - 133		12
380 - 134		12
380 - 135		12
380 - 136		12
380 - 137		12
380 - 138		12
380 - 139		12
380 - 140		12
380 - 141		12
380 - 142		12
380 - 143		12
380 - 144		12
380 - 145		12
380 - 146		12
380 - 147		12
380 - 148		12
380 - 149		12
380 - 150		12
380 - 151		12
380 - 152		12
380 - 153		12
380 - 154		12
380 - 155		12
380 - 156		14
380 - 157		14
380 - 158		12
380 - 159		12
380 - 160		12
380 - 161		12
380 - 162		12
380 - 163		12
380 - 164		12
380 - 165		12
380 - 166		12
380 - 167		12
380 - 168		12
380 - 169		12
380 - 170		12
380 - 171		12
380 - 172		12
380 - 173		12
380 - 174		12
380 - 175		12
380 - 176		12
380 - 177		12
380 - 178		12
380 - 179		12
380 - 180		12
380 - 181		12
380 - 182		12
380 - 183		12
380 - 184		12
380 - 185		12
380 - 186		12
380 - 187		12
380 - 188		12
380 - 189		12
380 - 190		12
380 - 191		12
380 - 192		12
380 - 193		12
380 - 194		12
380 - 195		12
380 - 196		12
380 - 197		12
380 - 198		12
380 - 199		12
380 - 200		12
380 - 201		12
380 - 202		12
380 - 203		12
380 - 204		12
380 - 205		12
380 - 206		12
380 - 207		12
380 - 208		12
380 - 209		12
380 - 210		12
380 - 211		12
380 - 212		12
380 - 213		12
380 - 214		12
380 - 215		10
380 - 216		12
380 - 217		12
380 - 218		12
380 - 219		12
380 - 220		12
380 - 221		12
380 - 222		12
380 - 223		12
380 - 224		12
380 - 225		12
380 - 226		10
380 - 227		12
380 - 228		12
380 - 229		12
380 - 230		12
380 - 231		12
380 - 232		12
380 - 233		12
380 - 234		12
380 - 235		12
380 - 236		12
380 - 237		12
380 - 238		10
380 - 239		12
380 - 240		12
380 - 241		12
380 - 242		12
380 - 243		12
380 - 244		12
380 - 245		12
380 - 246		12
380 - 247		12
380 - 248		12
380 - 249		12
380 - 250		12
380 - 251		12
380 - 252		12
380 - 253		12
380 - 254		12
380 - 255		12
380 - 256		12
380 - 257		10
380 - 258		12
380 - 259		12
380 - 260		12
380 - 261		12
380 - 262		12
380 - 263		12
380 - 264		12
380 - 265		12
380 - 266		12
380 - 267		12
380 - 268		12
380 - 269		12
380 - 270		12
380 - 271		13
380 - 272		11
380 - 273		13
380 - 274		13
380 - 275		12
380 - 276		12
380 - 277		11
380 - 278		11
380 - 279		12
380 - 280		12
380 - 281		12
380 - 282		10
380 - 283		12
380 - 284		12
380 - 285		12
380 - 286		10
380 - 287		12
380 - 288		10
380 - 289		10
380 - 290		11
380 - 291		13
380 - 292		11
380 - 293		9
380 - 294		13
380 - 295		11
380 - 296		12
380 - 297		13
380 - 298		14
380 - 299		10
380 - 300		11
380 - 301		8
380 - 302		13
380 - 303		13
380 - 304		14
380 - 305		14
380 - 306		8
380 - 307		9
380 - 308		9
380 - 309		13
380 - 310		14
380 - 311		8
380 - 312		7
380 - 313		14
380 - 314		14
380 - 315		14
380 - 316		14
380 - 317		14
380 - 318		12
380 - 319		8
380 - 320		6
380 - 321		14
380 - 322		14
380 - 323		14
380 - 324		14
380 - 325		14
380 - 326		14
380 - 327		14
380 - 328		14
380 - 329		14
380 - 330		14
380 - 331		14
380 - 332		14
380 - 333		14
380 - 334		14
380 - 335		12
380 - 336		12
380 - 337		10
380 - 338		8
380 - 339		6
380 - 340		6
380 - 341		4
380 - 342		14
380 - 343		14
380 - 344		14
380 - 345		14
380 - 346		14
380 - 347		14
380 - 348		10
380 - 349		4
380 - 350		14
380 - 351		14
380 - 352		14
380 - 353		14
380 - 354		14
380 - 355		14
380 - 356		14
380 - 357		14
380 - 358		14
380 - 359		14
380 - 360		14
380 - 361		14
380 - 362		14
380 - 363		12
380 - 364		8
380 - 365		6
380 - 366		2
380 - 367		2
380 - 368		14
380 - 369		14
380 - 370		14
380 - 371		14
380 - 372		14
380 - 373		14
380 - 374		14
380 - 375		14
380 - 376		14
380 - 377		14
380 - 378		10
380 - 379		4
380 - 381		14
381 - 0		7
381 - 1		14
381 - 2		14
381 - 3		14
381 - 4		12
381 - 5		2
381 - 6		14
381 - 7		14
381 - 8		14
381 - 9		14
381 - 10		14
381 - 11		14
381 - 12		12
381 - 13		12
381 - 14		12
381 - 15		8
381 - 16		6
381 - 17		14
381 - 18		14
381 - 19		14
381 - 20		14
381 - 21		14
381 - 22		14
381 - 23		12
381 - 24		12
381 - 25		12
381 - 26		12
381 - 27		14
381 - 28		10
381 - 29		4
381 - 30		14
381 - 31		14
381 - 32		12
381 - 33		14
381 - 34		4
381 - 35		14
381 - 36		14
